Sample_ID,Num_of_formulas,Comp.mol.R2,Comp.mol.slope,C.mol.R2,C.mol.slope,Comp.R2_C.R2_Ratio,Comp.Slope_C.Slope_Ratio
S19S_0042_ICR.1_p05,3396,0.788756453821028,1.20280197082545,0.312756700655373,0.602408510170489,2.52194901713764,1.99665501153867
S19S_0042_ICR.2_p05,3616,0.784045075257415,1.16744263302188,0.327169360433173,0.643014884830028,2.39645018781507,1.8155763739909
S19S_0042_ICR.3_p05,2628,0.808932698125119,1.31914375716336,0.328768000636962,0.602583850819413,2.46049705737139,2.18914555272191
S19S_0043_ICR.1_p05,3186,0.773871887258083,1.17003842691335,0.386272848301948,0.674306925610038,2.00343330021775,1.73517189646959
S19S_0043_ICR.2_p05,3423,0.766326516427879,1.14060431444077,0.384674493760545,0.695857526768185,1.99214278268449,1.63913483804386
S19S_0043_ICR.3_p05,3117,0.770857200424898,1.07690802200454,0.407330533001344,0.672396907987545,1.89246112915958,1.60159573789189
S19S_0044_ICR.1_p05,3393,0.752885219529784,0.982496949568991,0.31352071744185,0.6006290415881,2.40138905547582,1.63577995990871
S19S_0044_ICR.2_p05,2859,0.793498539051844,1.04710934286728,0.324656416512371,0.592291862824701,2.44411783871707,1.76789418965425
S19S_0044_ICR.3_p05,3048,0.783920379030107,1.06885579105367,0.287744756485237,0.562527908243767,2.7243602580481,1.90009380048481
S19S_0045_ICR.1_p05,3601,0.756983838035161,1.41349495565077,0.38908458308556,0.771497608822335,1.94555084149582,1.83214431190321
S19S_0045_ICR.2_p05,3108,0.765379948504602,1.48781627294952,0.407749494928802,0.780427912507206,1.87708374387624,1.90641089216012
S19S_0045_ICR.3_p05,2844,0.7742812662553,1.56995745883601,0.387030882698452,0.74674458465424,2.00056714042266,2.1024022016349
S19S_0047_ICR.1_p05,3020,0.779299117794619,1.00807944367259,0.3387682098366,0.597846320616624,2.30039034114359,1.68618490891246
S19S_0047_ICR.2_p05,2965,0.757605924290617,0.910094081106859,0.390166665010959,0.663600762987237,1.94174949382038,1.37144821384776
S19S_0047_ICR.3_p05,3292,0.747043719264281,0.939810048265682,0.352953643619067,0.621003875197216,2.11654910714152,1.51337227640845
S19S_0048_ICR.1_p05,1648,0.737398949970893,1.06400114448477,0.322892456430796,0.517103716388249,2.28372925810032,2.05761651050657
S19S_0048_ICR.2_p05,779,0.690371403969253,0.97852597800636,0.401178708749052,0.504668807194933,1.72085753534119,1.93894681830097
S19S_0048_ICR.3_p05,2851,0.747518804339634,0.91822296809915,0.314797946680947,0.520337116232154,2.37459872982354,1.76466936425399
S19S_0049_ICR.1_p05,3302,0.769904311073337,1.09076570173093,0.368256972399687,0.605837939042932,2.09067137563311,1.80042488500152
S19S_0049_ICR.2_p05,1134,0.755823643785549,1.34181918457568,0.386930631486476,0.576235664980634,1.95338280890787,2.32859447292416
S19S_0049_ICR.3_p05,2404,0.751578451006749,1.17610225920774,0.42108702414007,0.612781705343485,1.78485303018206,1.91928422299829
S19S_0050_ICR.1_p05,2999,0.76356492353436,0.952686122930703,0.366975679853307,0.63877026886416,2.08069625714593,1.49143779754298
S19S_0050_ICR.2_p05,2861,0.758786665929454,1.07995615823758,0.398344769955998,0.672489322374147,1.90484907336243,1.60590826100393
S19S_0050_ICR.3_p05,2916,0.763736700690215,0.814346343525266,0.374982960328345,0.653478284249615,2.03672374878439,1.24617200472143
S19S_0051_ICR.1_p05,3291,0.740289634916347,0.988650555072386,0.337535345429164,0.597881737525545,2.19322108022523,1.65358881701943
S19S_0051_ICR.2_p05,3303,0.733487414622403,0.959092224895809,0.325281660477609,0.602531885456578,2.25493012285239,1.59177007565175
S19S_0051_ICR.3_p05,2909,0.762191127591239,0.830952521811156,0.348140249836134,0.610326651216879,2.18932205612535,1.36148818039388
S19S_0052_ICR.1_p05,2964,0.775537703134841,1.14487292275461,0.37546964777948,0.628681374527528,2.06551370456002,1.82107021003289
S19S_0052_ICR.2_p05,2104,0.802609023360623,1.32234939374955,0.37823175103154,0.601612101449497,2.12200329869635,2.19800996449962
S19S_0052_ICR.3_p05,2979,0.787636903459216,1.13097468181627,0.368406516000265,0.624745871945787,2.13795595151376,1.81029556592958
S19S_0053_ICR.1_p05,3709,0.750626785703698,1.16249376136452,0.327981131289071,0.676319762416295,2.28862795476525,1.71885227368082
S19S_0053_ICR.2_p05,3724,0.750218700154142,1.12695568298822,0.356428649156003,0.72139260342809,2.10482154543583,1.56219467406912
S19S_0053_ICR.3_p05,3369,0.770108566590568,1.24433630929261,0.358691985105021,0.702346540580125,2.14699128659116,1.77168425755299
S19S_0054_ICR.1_p05,3591,0.76420015591382,1.06833004624954,0.377915059056862,0.701078813259234,2.02214793403836,1.52383730052117
S19S_0054_ICR.2_p05,2854,0.792115164894459,1.26390045438264,0.407228092736531,0.679804020352388,1.94513880310056,1.85921297395016
S19S_0054_ICR.3_p05,2247,0.768642143071625,1.35755954725196,0.474478843707754,0.710628898474871,1.61997137125266,1.9103635528551
S19S_0055_ICR.1_p05,3323,0.781480920533546,1.39849983385905,0.373406385057957,0.687497374479941,2.09284295021429,2.03418934496579
S19S_0055_ICR.2_p05,3220,0.761007261789689,1.38973107236845,0.386113183427145,0.695724652050109,1.97094348096322,1.9975302991971
S19S_0055_ICR.3_p05,3832,0.762860246336113,1.2467533255616,0.339937553132334,0.68947574049339,2.24411877801315,1.80826278915836
S19S_0056_ICR.1_p05,2637,0.737197088710173,1.28020355629035,0.510845584651536,0.769225255709808,1.44309182825381,1.66427655200821
S19S_0056_ICR.2_p05,3650,0.755985275443416,1.21016540779843,0.414282506445564,0.746719789143756,1.82480617376189,1.62064194011263
S19S_0056_ICR.3_p05,1139,0.630070810875409,0.813475834301713,0.429795761325819,0.775476687445341,1.46597725610832,1.04900101765993
S19S_0057_ICR.1_p05,3199,0.79299985407186,1.21167055793017,0.312294797306611,0.588049066848436,2.53926693915843,2.06049227222474
