Sample_ID,Num_of_formulas,Comp.mol.R2,Comp.mol.slope,C.mol.R2,C.mol.slope,Comp.R2_C.R2_Ratio,Comp.Slope_C.Slope_Ratio
ECA2_0019_01,582,0.7411354413811,1.01658961073964,0.453087659349153,0.586063792105582,1.63574404662824,1.7346057279657
ECA2_0019_02,520,0.762969933478767,0.85191326486608,0.493545260677895,0.588216176884576,1.54589658591962,1.44829961899067
ECA2_0019_04,643,0.751283800220519,0.928163313964778,0.529958178610043,0.677553657875492,1.41762846681782,1.36987425745008
ECA2_0019_05,488,0.762044835244586,1.17347861321334,0.529376916466185,0.724836173440722,1.43951277726947,1.61895702258203
ECA2_0019_07,455,0.740284599052556,1.11297544555947,0.550848341941777,0.753243744561975,1.34389911466921,1.477576752007
ECA2_0019_08,655,0.715320247156926,1.07778093249701,0.524670499542859,0.693002678020073,1.36337043493045,1.55523343080904
ECA2_0019_09,403,0.696368865955231,1.1894457314376,0.514401449069082,0.714801008912916,1.35374592590176,1.66402357664063
ECA2_0019_10,328,0.687753844468258,1.08240417108455,0.631453974714459,0.802938672108667,1.08915910265551,1.3480533553602
ECA2_0021_01,906,0.692850658323671,0.828194126320545,0.327428433002369,0.488074549743472,2.11603693659267,1.69685988903916
ECA2_0021_02,863,0.634518290769593,0.964026366554191,0.509213486948524,0.721558300173097,1.24607518660191,1.33603392313958
ECA2_0021_03,813,0.665301416028415,0.890743863953792,0.500589889092668,0.699456076123748,1.32903486571471,1.27348077221678
ECA2_0021_04,956,0.691586475354245,1.01262592923346,0.366981469436803,0.553593486130218,1.88452696648581,1.82918685751166
ECA2_0021_05,884,0.671824372576459,0.982501690670694,0.411168195187147,0.621170911484658,1.63394051495319,1.58169301315546
ECA2_0021_06,1120,0.705687158510992,0.974369522087782,0.397438842263876,0.560204324737337,1.77558679089161,1.73931096041544
ECA2_0021_07,1531,0.78020123528986,1.17479776384372,0.365378938832534,0.584204564263795,2.13532076529308,2.01093561349385
ECA2_0021_08,1298,0.670983682046419,0.94607545664769,0.382759195369702,0.591023885214521,1.75301779856216,1.60073980141141
ECA2_0021_09,1106,0.663620918989377,0.879214923722623,0.396474952423705,0.610190340440566,1.67380288447624,1.44088633570931
ECA2_0021_10,1157,0.666235953039838,1.00929360742977,0.48594451981417,0.652195743035419,1.37101238078498,1.54753173139764
ECA2_0022_01,819,0.758086565725549,0.879010227976504,0.485571678829452,0.610101623857539,1.5612248382217,1.44076034811826
ECA2_0022_02,732,0.735289443108637,0.845787692093244,0.295110894562352,0.542935724368449,2.49156997134609,1.55780445848738
ECA2_0022_03,805,0.73861898284654,0.85229720952741,0.461152968307868,0.569837590127031,1.60167890831711,1.49568442709687
ECA2_0022_04,1109,0.750678559226451,1.00376907135757,0.430787477398114,0.572344450355226,1.74257284301862,1.75378492922327
ECA2_0022_05,986,0.736048206681562,1.01831575912119,0.425961401836823,0.551957452888386,1.72796925615229,1.8449171286525
ECA2_0022_06,1253,0.720639010454169,0.925756194270951,0.48639066793431,0.616518586803505,1.481605339006,1.50158683628788
ECA2_0022_07,793,0.746944687088255,0.857706449537036,0.532333452440632,0.655359515300253,1.40315188471376,1.30875714705092
ECA2_0022_08,630,0.704659332749642,0.726166372035082,0.442346626501388,0.619623225472686,1.59300261499209,1.17194827789278
ECA2_0022_09,1096,0.731982774713671,0.784830410532391,0.426584788185706,0.621029535565321,1.71591391673117,1.26375698028269
ECA2_0022_10,794,0.752871852159694,0.76263353234472,0.559530254504971,0.682058046543834,1.34554270497093,1.11813581880484
ECA2_0023_01,236,0.7053860823515,0.895632600642156,0.485131466165675,0.673641974744253,1.45401016332057,1.32953799528627
ECA2_0023_02,355,0.720485196535823,1.00349086789355,0.537337716714101,0.664808436718399,1.34084240529717,1.50944364191126
ECA2_0023_03,362,0.672624944236294,0.913228210335971,0.486357375068732,0.659037856021282,1.38298497918581,1.38569917037737
ECA2_0023_05,354,0.625443216986169,0.893711622600844,0.440703161123007,0.682155311038229,1.41919385237084,1.31012924496715
ECA2_0023_08,375,0.661118017630134,0.92846892409308,0.559405357468552,0.712661169430484,1.18182282097164,1.30281957811039
ECA2_0023_09,452,0.689190988737442,1.06230395145152,0.51517292303862,0.656757825313015,1.33778573740332,1.6174972120739
ECA2_0023_10,284,0.703661969060896,0.79619028306252,0.411010580599424,0.599576448355412,1.71202884372141,1.32792121045849
ECA2_0024_01,355,0.645464278075565,1.05044155802285,0.527331830701806,0.7294738656657,1.22401918582563,1.43999889161792
ECA2_0024_05,372,0.755297704436361,0.985973523214623,0.506677298921887,0.654001014085687,1.49068787183379,1.50760243788466
ECA2_0024_06,494,0.713912597850218,0.956466978655469,0.533777733702775,0.640235676719528,1.33747167177218,1.49392952226009
ECA2_0024_07,456,0.754232681841185,1.04319010668964,0.558514254269497,0.635177772332093,1.35042691583168,1.64235927661559
ECA2_0024_08,397,0.675939007430217,1.12046080603445,0.32342109483175,0.56148987916925,2.08996573888247,1.99551380639705
ECA2_0024_09,321,0.684593050917456,0.972856780717002,0.59046659407556,0.783022369239531,1.15941029989895,1.24243804383499
ECA2_0024_10,311,0.677389996845527,1.00754074498902,0.612882729886482,0.742773469091362,1.10525221843173,1.3564576373757
ECA2_0026_01,1569,0.767524014881462,1.04348796940129,0.499632501498602,0.698561606589441,1.53617711533846,1.49376656197278
ECA2_0026_02,1195,0.76839199346156,1.08113288964274,0.562245760522305,0.758666410482088,1.36664790988865,1.42504383310676
ECA2_0026_03,952,0.754306065152698,1.09092849339215,0.589449131032513,0.708597313882637,1.27967966265624,1.53956058260311
ECA2_0026_04,923,0.741692046642285,1.00200892326158,0.661930014215629,0.73466637770212,1.12049919283562,1.36389653000815
ECA2_0026_05,1043,0.746375802670853,1.08682436617518,0.541712260166425,0.719238484866073,1.37780858502547,1.51107649137762
ECA2_0026_06,1075,0.732974139375122,1.08732329801112,0.575958253126153,0.7164199031731,1.27261678324206,1.51771788192267
ECA2_0026_07,1165,0.739550766853985,1.05031309840861,0.557508390479435,0.727218720301128,1.32652849622227,1.44428776252308
ECA2_0026_08,1293,0.753905303580184,1.02978599418386,0.515552944625815,0.686199410026851,1.46232372725048,1.50070953011103
ECA2_0026_09,1083,0.742342779543849,1.07713094003958,0.597948190425953,0.727367816317126,1.24148344527146,1.48086142372013
ECA2_0026_10,1106,0.759866627601485,1.01636059840401,0.671140262078099,0.760339545785762,1.13220241808867,1.33671936970432
ECA2_0027_01,760,0.800551081170061,0.982116471749732,0.414608230968034,0.602165987466448,1.93086152510991,1.63097300776134
ECA2_0027_02,658,0.734877960072937,0.985778727543925,0.561961337040501,0.702736218874573,1.3077019923525,1.40277205168483
ECA2_0027_03,607,0.77776031878269,1.00837284189566,0.502120518662915,0.714238092330971,1.54895147653749,1.41181610547368
ECA2_0027_04,771,0.797204815709849,0.870105167511462,0.540338703612778,0.647346819366362,1.47537981340154,1.34410974377404
ECA2_0027_05,620,0.764602853740613,1.06293741000128,0.547196547811852,0.731352561086681,1.39730935218457,1.45338577665184
ECA2_0027_06,310,0.641330132654263,0.986402863810752,0.597451316896453,0.819552318954584,1.07344333256431,1.20358742327641
ECA2_0027_07,423,0.711613133679928,1.07165873590264,0.695288539756438,0.811320306867393,1.02347887673973,1.32088242686843
ECA2_0027_08,224,0.693897533153141,0.918120528601023,0.591023581728671,0.735882864590409,1.17406065443882,1.24764493478462
ECA2_0027_09,619,0.703351988825631,0.951594484605805,0.501916336474108,0.701828984913124,1.40133312608747,1.35587800598403
ECA2_0027_10,431,0.722859916664755,0.850667085656888,0.398345411125514,0.58321694836678,1.81465606600647,1.45857744367523
ECA2_0028_01,497,0.775975439974932,0.90556551005607,0.463743819590686,0.624517451450451,1.673284704171,1.45002434752284
ECA2_0028_02,557,0.709872337310501,1.0019457069637,0.445559221545085,0.633524424047473,1.59321657589949,1.58154235090488
ECA2_0028_03,696,0.72850161953906,1.00244636618538,0.4835896499212,0.649065871178235,1.50644584651009,1.54444473311416
ECA2_0028_04,221,0.688924258559271,1.09082896309091,0.48861293895943,0.664284246516273,1.40995909773988,1.64211174480138
ECA2_0028_05,644,0.74507245966265,0.991851827208437,0.429648521543865,0.606865348919339,1.73414412549441,1.63438533601342
ECA2_0028_06,526,0.677824502312567,0.970444577399105,0.432998362531695,0.628205389346765,1.56542047491681,1.54478868512767
ECA2_0028_07,292,0.736966209558781,0.801322841627556,0.607353353093642,0.712146469182334,1.21340601118762,1.12522195405618
